"year","Area","Seas","Bio_smry","SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","deadB_1","deadN_1","deadB_2","deadN_2","F_1","F_2","SPRratio","rec_dev","raw_rec_dev","model_run","iteration","scenario"
60,1,1,1411.66,1196.46,79.2942,69.4522,29.0964,65.537,25.4838,69.4522,29.0964,65.537,25.4838,0.0520749,0.0536371,0.554317,-0.773658,-0.773658,"om","5","opaka-sim"
61,1,1,1440.03,1279.66,119.855,67.4964,26.8687,64.9975,24.4586,67.4964,26.8687,64.9975,24.4586,0.0500058,0.051506,0.542796,-0.372567,-0.372567,"om","5","opaka-sim"
62,1,1,1443.28,1286.41,242.261,64.2523,24.9383,61.7776,22.4564,64.2523,24.9383,61.7776,22.4564,0.0466552,0.0480549,0.523097,0.330247,0.330247,"om","5","opaka-sim"
63,1,1,1440.49,1319.62,117.041,60.7415,22.0162,59.5416,20.7212,60.7415,22.0162,59.5416,20.7212,0.0451926,0.0465484,0.514067,-0.401613,-0.401613,"om","5","opaka-sim"
64,1,1,1439.76,1278.75,54.4934,56.8721,20.7269,55.6347,19.1999,56.8721,20.7269,55.6347,19.1999,0.0428292,0.0441141,0.498884,-1.16065,-1.16065,"om","5","opaka-sim"
65,1,1,1432.79,1256.03,253.499,60.7236,22.9677,58.2938,20.352,60.7236,22.9677,58.2938,20.352,0.0447344,0.0460765,0.511182,0.379773,0.379773,"om","5","opaka-sim"
66,1,1,1414.07,1293.02,560.626,46.2059,16.5955,45.0193,15.3661,46.2059,16.5955,45.0193,15.3661,0.0344478,0.0354812,0.43837,1.1684,1.1684,"om","5","opaka-sim"
67,1,1,1472.57,1290.91,328.19,47.6079,16.7487,47.0108,16.0576,47.6079,16.7487,47.0108,16.0576,0.0362359,0.037323,0.452235,0.633222,0.633222,"om","5","opaka-sim"
68,1,1,1603.75,1245.71,187.137,45.9537,18.8147,43.7578,16.5298,45.9537,18.8147,43.7578,16.5298,0.0323849,0.0333565,0.42166,0.0777185,0.0777185,"om","5","opaka-sim"
69,1,1,1783.88,1349.2,71.0395,59.7074,27.4273,54.3309,22.4347,59.7074,27.4273,54.3309,22.4347,0.0353169,0.0363764,0.445179,-0.904629,-0.904629,"om","5","opaka-sim"
70,1,1,1925.09,1648.9,528.715,61.2657,26.8193,57.1029,23.1691,61.2657,26.8193,57.1029,23.1691,0.0325125,0.0334878,0.422716,1.07184,1.07184,"om","5","opaka-sim"
71,1,1,2053.97,1854.91,183.686,78.1983,30.9319,75.3662,28.5482,78.1983,30.9319,75.3662,28.5482,0.0399594,0.0411582,0.479396,-0.00111284,-0.00111284,"om","5","opaka-sim"
72,1,1,2148.56,1900.81,146.385,67.0204,25.5548,65.7192,24.0606,67.0204,25.5548,65.7192,24.0606,0.033894,0.0349109,0.433962,-0.231175,-0.231175,"om","5","opaka-sim"
73,1,1,2244.88,1891.83,409.157,91.87,37.1626,86.9382,32.1652,91.87,37.1626,86.9382,32.1652,0.0428413,0.0441265,0.498963,0.797277,0.797277,"om","5","opaka-sim"
74,1,1,2284.49,2062.97,237.512,88.7482,33.6072,85.8601,30.8716,88.7482,33.6072,85.8601,30.8716,0.0411103,0.0423436,0.487355,0.24299,0.24299,"om","5","opaka-sim"
75,1,1,2326.94,2075.48,226.836,93.5841,34.6624,91.5051,32.2916,93.5841,34.6624,91.5051,32.2916,0.0436724,0.0449825,0.504387,0.196303,0.196303,"om","5","opaka-sim"
